Dates;S&P500 COMPOSITE;S&P500 ES ENERGY;S&P500 ES HEALTH CARE;S&P500 ES REAL ESTATE;S&P500 ES INFO TECHNOLOGY;S&P500 ES FINANCIALS;S&P500 TRANSPORTATION;S&P500 PHARMACEUTICALS;S&P500 TELECOM SERV;S&P500 HOTELS REST & LEISURE IN;S&P500 FOOD RETAIL;S&P500 FOOD DISTRIBUTORS
14.10.2021;1,706311013;1,226620473;1,428981466;1,394940267;2,282149083;1,706876228;2,507049832;0,429703397;1,345680799;0,826600074;-0,884924921;0,475782953
13.10.2021;0,302253686;-0,095884004;0,086182132;0,54760643;0,566099179;-0,64027485;0,310857006;0,223128599;-0,158913609;-0,69921733;-0,904539962;-1,468624833
12.10.2021;-0,241677157;-0,025718361;-0,47447566;1,335385937;-0,509342978;-0,308252767;-0,189552656;-0,820939917;-1,731970471;0,513474973;0,632317688;0,241504573
11.10.2021;-0,686578584;-0,407488474;-0,750624958;0,17214173;-0,529505008;-1,010957173;-0,815357214;-0,446539614;-2,491694352;-0,313569496;0,27871651;-0,588205872
08.10.2021;-0,191374075;3,124024493;-0,474730359;-1,120567376;-0,386355492;0,478476308;0,887482405;-0,754681494;-1,277758797;-0,630897976;-0,076588338;0,579540995
07.10.2021;0,829828924;0,689071567;1,231391288;0,152715133;0,91463874;0,585633294;-0,344220381;1,284676747;-1,00784632;0,637908996;-0,1251695;2,170069286
06.10.2021;0,410288744;-1,052631579;-0,156316902;0,982677617;0,686134322;0,155996506;0,957173275;-0,450397061;-0,155331938;0,27431063;-0,82755767;0,458516637
05.10.2021;1,052445552;0,577478345;0,57967448;-0,860444444;1,458081597;1,774997619;1,578297642;0,257863653;0,142026241;0,088120515;0,628036086;-0,835637481
04.10.2021;-1,298588032;1,628600773;-1,488888889;0,092529983;-2,364044876;-0,737542157;-0,025499276;-0,670435901;0,189727605;-0,706530797;1,254259916;0,742804085
01.10.2021;1,149147773;3,298979489;0,068059758;1,042827861;1,437212014;1,591418508;1,949733276;1,01707445;0,387728726;2,631080594;-3,190367675;2,954922038
30.09.2021;-1,190973194;-1,439028034;-1,281224015;-1,599377234;-0,679842077;-1,622302725;-1,926450192;-1,016181001;-1,043349488;-1,290423729;-2,202042378;-3,002204776
29.09.2021;0,156916623;-0,002489606;0,769555629;0,666096744;-0,102099081;0,055157198;-0,455814426;1,59352518;0,643587833;-0,681539153;2,046843177;0,28516521
28.09.2021;-2,036411433;0,460195583;-1,700734063;-0,619490955;-2,984757048;-1,583534959;-0,762628196;-0,839416926;-0,659532943;-1,631280045;0,797208061;-1,176254365
27.09.2021;-0,277635631;3,430167887;-1,427680636;-1,70842032;-1,007412142;1,31045536;0,007052541;-1,093654452;0,303766707;0,432511109;0,526243379;1,465971841
24.09.2021;0,146100904;0,83996348;-0,422355749;-1,20655873;0,066502893;0,546638018;0,810506109;-0,179600653;-0,255857797;0,608365924;-0,499657769;0,865248968
23.09.2021;1,213475171;3,40967333;0,773683044;-0,53678884;1,34724033;2,495344507;1,365166631;0,988678798;0,958466454;1,922061848;0,202325023;2,690260549
22.09.2021;0,951956621;3,164134246;0,088070091;0,914329089;1,396300681;1,582419029;-0,742913201;-0,2164707;0,416382253;1,906145666;-0,86687517;1,608277998
21.09.2021;-0,081234955;0,374301676;0,145036422;-0,048280857;0,031752673;-0,144544275;-0,243636401;-0,003548574;-0,651024007;-0,249776435;0,098683091;0,433654194
20.09.2021;-1,697725463;-3,04146467;-0,975590821;-0,627141878;-1,860548669;-2,221187203;-0,877077755;-0,09217788;-0,780514063;-0,989826948;-1,29316136;0,065748381
17.09.2021;-0,911092484;-0,75529513;0,073158099;-0,947078991;-1,517126342;-0,489052261;-1,171383491;-0,618936885;-0,281803543;-0,476450927;0,171595841;-0,873333985
16.09.2021;-0,155109693;-1,058454338;-0,247347313;0,156393431;0,063584964;-0,239158163;0,077953228;-0,662668876;0,141100585;0,225972871;-0,562079695;0,642812633
15.09.2021;0,847390869;3,812705337;0,68404523;0,409654184;0,887887767;0,931751983;0,85270224;0,3148224;0,296515938;-0,226676066;-1,648568608;0,645864049
14.09.2021;-0,574659915;-1,546615928;-0,118202542;-0,340217058;-0,137222643;-1,410439473;-1,361064991;-0,797612966;-0,576214405;-0,541559886;-2,543052304;-1,417678132
13.09.2021;0,227650956;2,940764991;-0,610000129;0,482018324;0,03495485;1,137658253;0,363204582;-0,888336555;0,824157265;0,687690941;0,493071221;0,40513608
10.09.2021;-0,772264359;-0,044748986;-0,936802594;-1,232400311;-0,985315802;-0,650416873;-0,472714633;-0,631174533;-0,651006711;-0,298525575;-7,500149049;-1,808324065
09.09.2021;-0,460559982;0,123211335;-1,170411097;-2,118448014;-0,422902808;0,247706715;-1,293927364;-2,401571288;-0,831946755;0,468172785;-0,347562606;2,041662575
08.09.2021;-0,131857532;-1,296296296;-0,07767211;0,554983218;-0,406168324;-0,336067532;-0,033317328;-0,244912499;0,253553079;0,189945704;0,651816415;-0,946853011
07.09.2021;-0,339548841;-0,571617017;-0,566993803;-1,133526088;0,026822883;-0,566967043;-0,81062955;-1,167357986;-0,87962963;0,16701538;-1,414885777;-0,271642467
06.09.2021;0;0;0;0;0;0;0;0;0;0;0;0
03.09.2021;-0,033502684;-0,530315456;0,106227843;0,042730829;0,384143145;-0,584123185;-0,973107205;-0,028598141;-0,0594884;-0,601409573;-1,395146054;-1,288572037
02.09.2021;0,28425606;2,528026906;1,078179104;0,435773002;-0,049519162;0,284207535;0,71346866;1,112161486;0,765951778;0,354557993;3,433244145;-0,798007093
01.09.2021;0,031176205;-1,50720477;0,02160637;1,688599436;0,025124726;-0,61513354;0,149508757;-0,023349938;-0,318682778;-0,117031781;-0,630339965;-0,828038146
31.08.2021;-0,134914624;-0,728926888;-0,126301092;0,618138828;-0,564967719;-0,086232577;-0,562811936;-0,7033001;0,420028002;0,607725659;-0,366104116;0,834951866
30.08.2021;0,430658828;-1,161940359;0,609172062;1,154884341;1,089572217;-1,467612118;-0,813887798;0,548407509;0,080069393;-0,712385151;1,559807745;-1,569919062
27.08.2021;0,880760626;2,623898602;-0,163837234;0,868516285;0,967517494;1,309982158;0,660228237;-0,571762862;0,348175427;1,203445811;0,709327813;1,556366859
26.08.2021;-0,582493178;-1,508431888;-0,400017779;0,096595025;-0,624092731;-0,535508577;-0,553058114;-0,563055647;-1,112361782;-0,91281544;-1,375127605;-0,163283365
25.08.2021;0,222012692;0,716885409;-0,255231291;-0,175631931;-0,054632551;1,210020482;0,406132407;-0,739740056;-0,369417508;0,901949912;0,108205591;0,891718391
24.08.2021;0,149569263;1,613807016;-0,344605597;-0,721392184;-0,125749801;0,669331303;-0,033672625;-1,491752433;-0,381152658;1,456386536;-2,118270079;1,148140185
23.08.2021;0,8523821;3,770896933;-0,019561692;-0,405202942;1,274994877;0,783273123;0,536817975;-0,116842466;-0,045980032;1,560367429;-0,427700961;1,002204198
20.08.2021;0,81415407;0,279891542;0,511841488;0,454934154;1,298970907;0,619239863;0,027090045;0,339887278;0,369198312;0,731537315;2,200532918;1,641099216
19.08.2021;0,125674106;-2,65368678;0,486928146;0,925190734;0,987593312;-0,761372706;-0,785202108;0,470082237;-0,420168067;-0,813116418;-0,713415178;-1,806517334
18.08.2021;-1,074845776;-2,398891967;-1,463273714;-1,08250239;-1,388463313;-1,159580342;-0,889527361;-1,538576125;-1,225601453;-0,55881073;1,80360115;-2,199211463
17.08.2021;-0,706072491;-0,919445588;1,119585442;0,140204493;-0,871344088;-0,843188787;-0,821829916;1,292248664;0,14286642;-0,992256775;4,57940376;-0,831380133
16.08.2021;0,262085944;-1,829498303;1,127715733;0,119830184;0,439239729;-0,17178374;0,508312233;1,28262507;-0,375234522;-0,611943448;1,496852114;-0,138546313
13.08.2021;0,16073242;-1,284676969;0,601491129;0,679052773;0,542883751;-0,727097964;-0,102316328;0,998864426;0,428822039;0,111216736;0,399896801;0,837178782
12.08.2021;0,29520876;-0,489651157;0,768219164;0,349360083;0,58509096;0,127287686;0,148008994;0,922402475;-0,168645002;-0,232454346;-0,837863767;0,79368466
11.08.2021;0,246802276;0,752;-0,969659459;0,497097369;0,02528351;1,165219303;1,846590909;-1,25146957;0,403777271;0,444560669;0,514304082;-0,102306151
10.08.2021;0,099270139;1,719741767;-0,239903781;-1,089946362;-0,726785497;1,008835239;1,034873277;0,956173531;0,662121411;0,19526498;1,180602986;6,521665096
09.08.2021;-0,093992589;-1,477858842;0,377029601;-0,417722386;-0,347966822;0,302292651;-0,760563107;0,537532481;-0,130941469;-1,104968967;1,271367873;-0,636173933
06.08.2021;0,167528392;0,927848955;-0,104477708;-0,232288037;-0,121236613;2,012562284;0,616098498;-0,261389927;-0,006546645;-0,3013975;-0,289007849;0,544371988
05.08.2021;0,600546034;1,28121073;-0,376502637;0,82661707;0,541129539;1,238929328;0,918866272;0,110238851;0,065509335;2,329504327;-0,118090864;2,467112908
04.08.2021;-0,46324452;-2,930179523;-0,418434135;-0,34666209;0,194667733;-0,758267562;-1,785593507;-0,346216585;-1,203805579;-1,160258803;-1,642253339;-1,11693326
03.08.2021;0,820348471;1,830799557;1,412535686;0,444735572;0,685635927;1,129636043;1,194841258;1,97345343;0,077725241;-0,96057277;3,926499681;-0,846559641
02.08.2021;-0,184289439;-0,713155849;0,170286888;0,006895601;-0,367915947;-0,084033613;-0,63733253;0,569002993;0,175188165;-0,7230198;0,760186499;-1,375419986
30.07.2021;-0,540601699;-1,759422657;0,07545108;0,32167687;-0,083463165;-0,729521068;-0,113541525;-0,214621517;-0,561326537;-1,110593587;-0,04727813;-1,171623392
29.07.2021;0,420620637;0,93579689;0,185719778;-0,23465268;0,478575901;1,066274322;0,227599891;-0,616197183;0,51232166;0,665554365;1,724493301;1,94156072
28.07.2021;-0,018630182;0,969023461;0,383986394;-0,627528976;-0,095326045;-0,209508727;-0,855360225;1,036499846;-0,625120835;-1,235874644;0;0,081578083
27.07.2021;-0,471247993;-1,009725248;0,438230521;0,815874991;-1,00523815;0,047863474;-2,880824163;0,424835104;0,316783036;0,360934567;0,601327067;0,368453972
26.07.2021;0,238225301;2,497480731;-0,62353909;0;-0,02248102;0,544298966;0,147254685;-0,29342924;0,122985306;0,909323458;-0,251646041;0,616733031
23.07.2021;1,014543856;-0,433874773;1,176532763;0,878844947;0,991904718;0,127940981;0,095760261;1,12807131;0,051810116;0,926973199;0,404956389;1,265294772
22.07.2021;0,201666097;-1,12874685;0,664995312;-0,685785536;0,711833148;-1,03594567;0,468783897;0,60753906;0,123200622;0,943162075;-0,949638315;-1,787766714
21.07.2021;0,824184721;3,530783323;0,205238923;-0,35203976;0,98342784;1,707557741;0,935869607;0,410577024;0,299167534;2,898735794;-1,132088262;0,824957547
20.07.2021;1,516265155;1,378883386;1,201723684;1,877637131;1,472277171;2,418595091;1,538996945;0,774619743;-0,026007802;2,720499502;-1,218736398;3,122448738
19.07.2021;-1,586953106;-3,591969615;-1,073410898;-1,584884767;-1,391940005;-2,7987746;-1,34754952;-0,616808019;-1,756627276;-2,660878447;4,34615519;-1,550414686
16.07.2021;-0,753893895;-2,76458795;0,221308461;0,103921297;-0,96959922;-1,338765051;-1,326846528;0,071310833;-0,159438776;-1,512150649;1,338289963;-1,392143349
15.07.2021;-0,326223624;-1,412186939;-0,25542188;0,135280447;-0,84241455;0,375933651;0,220686013;-0,740319567;0,345577883;-0,730888301;1,356443105;-0,859762
14.07.2021;0,116497033;-2,938280954;-0,204319324;0,888888889;0,730933354;-0,493847416;0,096289094;0,560099884;0,275941731;-0,161395856;0,657395702;-0,122834753
13.07.2021;-0,351683038;-0,709308737;-0,10637237;-1,315789474;0,43913122;-1,064831348;-0,948150919;-0,136338212;-0,262416795;-0,702308025;-0,628140704;-2,55247933
12.07.2021;0,34511563;-0,110159732;0,179158952;0,856844305;0,042538934;0,961995444;-0,204359673;0,055964929;0,185957038;0,202127923;0,104200352;-1,194739205
09.07.2021;1,127795187;2,009960414;0,359606438;1,319875776;0,949300945;2,869329197;1,944444444;0,289990645;0,638874548;1,751331163;1,030965259;2,489365762
08.07.2021;-0,856101126;-0,462668734;-0,4736562;-0,077579519;-0,922844062;-1,965094371;-3,032986495;-0,258916284;-1,824632539;-0,828990259;0,639339471;-0,747465746
07.07.2021;0,335901131;-1,726291596;0,615123058;0,524636654;0,493401138;0,087671414;0,928210332;0,607810007;0,126871352;-0,385785157;0,613857747;-0,650744815
06.07.2021;-0,202190086;-3,201779841;-0,087606666;0,850850851;0,365326629;-1,553568811;-0,835518298;-0,409002734;-0,303566911;-0,781003617;-2,501523134;-1,631884342
05.07.2021;0;0;0;0;0;0;0;0;0;0;0;0
02.07.2021;0,750010417;-0,20272227;0,862034077;0,517464424;1,390370214;-0,20314633;0,339045855;1,14532238;0,368160467;0,802857374;0,627501893;-0,29956693
01.07.2021;0,522164049;1,715884822;0,925837679;0,313615227;0,102910795;0,773010154;1,189527657;0,710646605;0,722460201;0,882891154;-0,470208184;-1,195736102
30.06.2021;0,132811408;1,310619249;-0,043549858;-0,758415912;-0,095496273;0,465636672;0,505916491;0,275732003;0,282105533;0,716312416;-1,387512389;2,734504109
29.06.2021;0,027734984;-0,502313612;0,068092988;-0,142892866;0,703422496;-0,329627079;0,111293456;0,138654809;-0,453152923;-0,355305923;-1,29616043;-0,707776793
28.06.2021;0,231504193;-3,325120207;0,167789813;0,07865289;1,109181229;-0,808458723;-0,748881358;-0,230161948;-0,381485249;-1,941915801;0,382268359;-1,064969642
25.06.2021;0,333060666;0,471074579;0,457709807;0,644070236;-0,148376084;1,251749979;-0,070158371;0,32542892;0,133698351;0,563203226;0,151030874;-0,246153846
24.06.2021;0,581115742;0,853229912;0,509627834;-0,447755848;0,644612208;1,210221874;0,409524257;1,441852562;0,505502943;0,195792335;-0,101754386;-0,051795021
23.06.2021;-0,108326033;0,264910319;-0,461347574;-0,360482547;-0,113741464;0,274132888;-0,347261223;-0,979461356;-0,528292279;-0,107756607;-1,60538581;0,181611805
22.06.2021;0,512451506;0,667922589;0,208829934;-0,444160182;0,889836565;0,103743119;0,38147139;-0,309104197;-0,215941569;0,063573187;0,632317688;-0,297474698
21.06.2021;1,400232812;4,289140641;1,291426901;1,923076923;1,067078676;2,347924373;1,850788547;1,048413457;0,942428516;1,767750447;2,139815472;3,547911877
18.06.2021;-1,3124547;-2,920413168;-1,217282525;-1,498287671;-0,934263621;-2,447499875;-1,046391606;-1,466062269;-0,895863778;-1,654294804;-1,095044223;-1,750038378
17.06.2021;-0,0435637;-3,490234515;0,791852853;0,340050829;1,167995946;-2,936693261;-1,56965093;0,499922074;-0,411288281;-0,711020823;4,339546636;-1,807767262
16.06.2021;-0,53902072;-0,48294238;-0,384397731;-0,883417299;-0,521337633;-0,140879281;-0,798897817;-0,302392848;-0,902934537;-0,14657225;-0,846042121;-2,24605572
15.06.2021;-0,201167996;2,061430132;-0,025527981;-1,035778238;-0,639652067;0,228844094;0,549470983;-0,256315495;0,377643505;-0,286753823;-1,378692927;-0,226826425
14.06.2021;0,181521104;-0,391805935;0,079406728;0,423116251;1,041168744;-1,029636174;-0,45718728;-0,088142457;-0,463601052;-0,650038904;-0,802813399;-0,588781827
11.06.2021;0,194849004;-0,373475977;-0,72728519;-0,588874479;0,558228211;0,606011635;0,510683423;-1,209653695;0,050144164;0,491309728;-0,205608139;1,190526494
10.06.2021;0,465215485;-0,129945134;1,686113783;0,948303316;0,747562385;-1,120148288;-0,429760945;2,183558383;0,327002893;0,417936654;1,332710683;-0,666323886
09.06.2021;-0,182387646;-0,557562995;0,998254111;0,159483981;0,06311666;-1,05614318;-1,540271394;1,946579389;0,17007874;-0,655349049;-1,566422687;-1,058981094
08.06.2021;0,017508494;0,878696439;-0,359147026;0,512966657;0,021993866;-0,197241771;-0,212940213;-0,803745136;0,113514536;0,681458395;-0,208186309;0,601610562
07.06.2021;-0,079671103;-0,384754118;0,334306929;0,913077863;-0,016696258;-0,62877303;-0,443921;0,658490612;-0,420748556;-0,087733389;0,933114894;0,276500592
04.06.2021;0,88340866;0,575616127;0,319134665;0,125976316;1,917035008;0,183794653;-0,337685321;0,083298626;0,485896384;0,476763965;0,31081419;-0,847396023
03.06.2021;-0,36286988;0,310536403;0,397669275;-0,204741379;-0,914997738;0,242504409;-0,477153255;0,660928753;-0,025235001;-1,360619198;1,424016233;-0,482627478
02.06.2021;0,144691626;1,740139211;-0,218558364;1,405988198;0,622762916;0,121399404;-0,531819807;0,33776678;0,590176418;-0,141861318;1,796318837;-0,945887845
01.06.2021;-0,049237532;3,930018983;-1,643894702;1,689014001;-0,423580408;0,657007284;-0,097330988;-1,312576313;-0,145744883;-0,005502938;0,814368585;0,555864369
31.05.2021;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2021;0,076888652;0,071879653;0,298640766;0,644920783;0,304186281;0,033337567;0,228220595;0,238663484;-0,27173913;-0,149578129;1,898374446;0,695516973
27.05.2021;0,116539839;0,056508785;-0,161618413;-0,160041685;-0,525417806;1,187091385;0,296219166;-0,634827976;0,348785592;0,639001192;-0,272077996;-0,800995332
26.05.2021;0,187673258;0,930702823;-0,561793861;0,227552505;-0,013154271;0,333623441;1,010064376;-0,441931422;0,279809221;0,716601896;-0,192351211;-0,515558829
25.05.2021;-0,21253023;-2,039313287;-0,302492455;0,306828812;0,060052402;-0,960924531;-0,615465023;-0,808262775;-0,844946087;0,348994622;-0,383228133;1,418182195
24.05.2021;0,991130596;0,98740735;0,057354506;1,054979959;1,758755059;0,465056609;0,931340894;-0,03841675;-0,094494141;1,528917022;0,026306889;-0,173986889
21.05.2021;-0,078381965;0,190148264;-0,033157873;-0,173637324;-0,522952014;0,899647261;-0,193351609;-0,192911405;0,589316266;-0,453769488;0,631570986;0,42433256
20.05.2021;1,055475644;-0,118060724;1,040685135;1,342718335;1,867050086;0,092315167;-0,310393195;1,043634074;0,959631502;1,141340917;-0,109553851;-1,195100397
19.05.2021;-0,294343517;-2,524266987;-0,143577019;-0,419031656;0,330216981;-0,634062344;-0,328315399;-0,081051982;-1,075881273;-0,459367753;-2,147715511;-2,135020164
18.05.2021;-0,851730242;-2,633181497;0,048114471;0,167894074;-0,81543416;-1,346309556;-1,061940585;-0,179925615;-3,416870416;0,039823512;-0,511198558;-1,449950446
17.05.2021;-0,253003821;2,302574198;-0,166380085;-0,003815629;-0,700335289;0,131947094;-0,509619738;0,367232666;-1,747642784;-0,700503408;0,513825225;0,154847931
14.05.2021;1,491793313;3,156731189;0,382951663;1,009789563;2,121612888;1,539951574;1,441926652;0,088553545;0,34349765;2,413216765;1,057193022;1,058291286
13.05.2021;1,217315114;-1,34912383;0,949538987;1,177663391;1,374552555;1,873016395;2,056160669;0,975012249;0,789601555;1,010363367;0,491778662;1,713090501
12.05.2021;-2,144938706;0,060899794;-1,004253061;-2,368080408;-2,864644796;-1,295265302;-2,130205194;0,020827463;-0,627716079;-3,402768631;-4,659985684;-2,690627482
11.05.2021;-0,867389451;-2,561503276;-0,975781801;-1,114373918;-0,243010301;-1,66945974;-1,291978192;-0,743001678;-0,980157781;-0,999757823;-1,132342534;-1,938448657
10.05.2021;-1,043566602;-0,049425429;0,098297106;0,347563279;-2,534472514;-0,117967766;-0,372437831;0,482654969;0,886343081;-0,844770367;2,995845178;-0,719153255
07.05.2021;0,737334647;1,888455244;0,718822553;1,208228187;0,782605104;0,54013335;1,368450315;0,729882087;-0,599340725;1,191284681;0,105804663;1,031260071
06.05.2021;0,816539055;0,483250683;0,074657066;0,534307131;1,01330352;1,430615165;0,68075732;-0,363003115;1,527321407;-1,177260161;3,344393334;2,817467091
05.05.2021;0,070353882;3,328017568;0,226576595;-1,518019382;-0,163263266;0,938628159;-0,1316442;0,686538414;0,606060606;-0,350956848;1,616858238;-0,168402482
04.05.2021;-0,667833786;0,020918861;0,038476875;-0,609526676;-1,892258534;0,6956493;0,231362236;0,636230335;0,876922127;-1,442833905;-3,984107714;-1,022898643
03.05.2021;0,274803464;2,914424112;1,168502109;-0,479293043;-0,215686834;0,533240307;1,828606136;1,85421914;0,185609107;0,007861825;2,299412916;-0,814800236
30.04.2021;-0,71946375;-2,71741976;-0,322400863;0,617888629;-1,42598197;-0,955922276;-0,42884633;-0,256274302;0,185954255;-0,113564974;-1,406255798;0,665689266
29.04.2021;0,676279768;1,106405506;-0,387210119;0,682801001;-0,025314014;1,817603109;0,698513467;-0,662151994;1,420758157;0,515498345;1,121867027;1,116865165
28.04.2021;-0,084553063;3,345460514;-0,34874438;-0,340238923;-0,962621323;0,280544963;0,305433948;-0,139008904;0,239460584;-0,459339397;-0,329094989;-0,060064269
27.04.2021;-0,021491921;1,257513226;-0,507225172;-0,022677451;-0,274619521;0,905192141;2,395867886;-0,713708424;-0,626213288;0,887810292;0,632244468;1,228199957
26.04.2021;0,178222417;0,63834532;-0,352694503;0,200719561;0,563508439;0,333350341;-0,324018969;-0,459181148;-0,985863095;-0,119370261;-2,172152272;-0,435866133
23.04.2021;1,092871066;0,934106128;0,641437715;0,582812738;1,440398356;1,846494951;1,569726161;0,18351354;0,242401641;1,052404837;-0,213078619;0,315786277
22.04.2021;-0,921067134;-1,409153953;-0,42718987;-0,375697317;-1,176211718;-1,106600202;-1,11483249;-1,179987992;0,960090361;-0,331848908;-1,265914614;-0,024285353
21.04.2021;0,930606006;1,474976074;1,137826941;0,403886455;1,02253208;1,387682796;1,262454003;0,539588287;0,308428275;1,046250728;0,396941005;2,601771198
20.04.2021;-0,680236161;-2,663159625;0,426827976;1,121214456;-0,838419827;-1,814399236;-0,282626607;1,189244443;-0,282450414;-1,691507123;0,881704629;-0,949178339
19.04.2021;-0,530645304;-0,057504313;-0,010598909;0,293685756;-0,879510271;-0,283970141;-0,618882584;0,320148068;0,012554928;-0,775109434;0,863378664;0,644800712
16.04.2021;0,360874924;-0,898236092;0,746752091;0,170318185;-0,03137286;0,657252888;-0,280090768;1,490055718;0,886637112;0,80511961;-0,214457386;-0,023799176
15.04.2021;1,109424777;-0,882242186;1,74334386;1,953510399;1,785829776;-0,106006463;0,476994553;0,776393543;0,183998477;0,005485597;-0,136622111;0,061087355
14.04.2021;-0,408780203;2,912030117;-0,120086231;-0,693682395;-1,145613145;0,664360338;-0,299606232;0,18837701;0,082550165;0,057326861;-0,903801822;0,06216135
13.04.2021;0,329458162;0,096977086;0,443236645;0,634983238;0,954851306;-0,92254698;-0,311945917;-0,125427156;-0,379554656;0,310158138;-1,024916703;-1,335991005
12.04.2021;-0,019618291;-0,944147111;0,049434412;0,547249871;-0,484546305;0,435020895;0,246178998;0,166660257;0,12667849;-0,545141487;0,502293077;0,878549774
09.04.2021;0,77199628;-0,497036895;1,164945724;0,142964934;0,990857676;0,858509958;1,057565774;0,377042852;-0,164411281;0,202403234;1,477432223;0,310308447
08.04.2021;0,422063996;-1,363036393;0,114124152;-0,564681725;1,420641447;-0,00690906;-0,067193334;-0,165726692;-2,334486166;0,193020713;0,214687593;-0,049624713
07.04.2021;0,147523037;0,441017316;-0,241652344;0,146320244;0,538659016;0,409302971;-0,496671347;0,050128535;-0,27100271;-0,24555802;0,704514109;-0,738870759
06.04.2021;-0,097353792;-0,261758912;-0,357887803;0,178274305;-0,380937477;-0,109143827;-0,237264879;-0,805793554;0,538733048;1,371250679;0,434278013;2,485197144
05.04.2021;1,443827785;-2,407100155;0,659348755;0,605819051;2,024764394;0,741749132;1,104046243;0,141724442;1,184210526;1,614958292;2,172665723;1,653908655
02.04.2021;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2021;1,182514492;2,654843332;-0,21612244;1,578947368;2,100761027;1,281552712;0,546321051;-0,403112999;0,58612214;1,093915571;-0,114621939;-0,953026388
31.03.2021;0,362253856;-0,926744342;0,139129155;-0,487490431;1,496943414;-0,898659893;-0,248325974;0,008902341;-0,843644544;-0,429621112;-5,485338726;-1,439231853
30.03.2021;-0,315782317;-0,802401892;-0,905994004;-0,489115183;-0,94667972;0,714537756;0,679021353;-0,964771969;0,181556376;0,669736558;0,340604392;1,087736327
29.03.2021;-0,086802498;-1,261871032;0,396938738;-0,176091568;-0,51146725;-0,926411467;-0,318066775;0,744829336;0,877857774;-0,629495266;1,935436212;-1,983412959
26.03.2021;1,663119769;2,622227008;1,977639529;2,468730777;2,536407233;1,7012426;2,419378867;1,712633739;0,789306174;1,137155386;2,027434429;1,306374732
25.03.2021;0,524023306;0,251005371;0,311654842;0,785286216;-0,071223819;1,574547227;1,827467638;0,174535864;0,595504899;2,024938371;2,183372483;2,498711451
24.03.2021;-0,546730358;2,520752629;-0,058401156;-0,530340405;-1,207048573;0,435247819;0,997926519;0,058212489;-0,236361313;-1,025005486;-2,537061362;-0,167231251
23.03.2021;-0,763083701;-1,361936734;-1,031485502;0,346534653;-0,635296047;-1,408929178;-1,230794064;-0,941848843;-0,063840654;-1,924464758;1,24249563;-1,043832478
22.03.2021;0,702512075;-1,00510659;0,904733776;1,113752972;1,930809365;-1,298861731;-0,357864474;0,691595056;0,869341233;-0,475050403;2,233616906;-1,379894756
19.03.2021;-0,060273889;0,013511322;0,360195406;-1,264415157;-0,249251806;-1,197865811;-0,226668673;0,023230602;-0,467888732;-0,329680681;2,045427518;1,116024203
18.03.2021;-1,476050044;-4,680215336;-0,190240797;-0,735895339;-2,845790149;0,562851782;0,153688525;-0,4522329;-0,044845922;-1,823035474;-1,67212348;-2,401453674
17.03.2021;0,287934267;0,938588737;-0,407277284;-0,159190171;-0,111149912;0,649453788;0,600254653;-0,132154634;0,269801503;1,237049058;-1,508695151;0,384507758
16.03.2021;-0,156968863;-2,827114019;-0,038027917;-0,020404832;0,788476314;-1,1272226;-1,192187874;0,674270509;0,283450364;-0,626434286;-0,138010351;-3,351597167
15.03.2021;0,649195859;-1,249937628;0,652947269;1,176762046;1,108815845;-0,565628524;-0,14656178;-0,224252813;0,038667268;2,673994307;1,155621049;-0,191952012
12.03.2021;0,101539852;0,177451201;0,137532974;1,504610226;-0,714396512;1,087433132;0,914578931;0,46483323;0,661693156;0,607369156;1,487661852;2,925438867
11.03.2021;1,039547965;0,077538769;0,624654965;1,501680351;2,12267887;-0,279842589;0,965054856;-0,159007175;-2,008772487;0,385248643;-0,850665314;-0,246350927
10.03.2021;0,603028301;2,633875854;0,216753697;0,988099841;-0,402753978;1,916221034;0,59782331;0,748892941;1,281225856;0,854268423;2,262569832;2,356612278
09.03.2021;1,415468355;-1,911212953;0,616140126;1,063737409;3,410316604;-0,855365474;0,601418731;0,287356322;-1,082664629;0,593117488;-0,803546689;-2,864694956
08.03.2021;-0,535927162;0,148787008;-0,284382533;0,528130592;-2,463023702;1,290657501;0,527077305;0,435535499;1,532492726;0,860145705;0,87043322;-0,110098477
05.03.2021;1,949597582;3,87154233;2,022403922;1,152317881;1,968826907;1,908167174;2,971224247;1,741788236;2,627911607;0,036867573;1,024565366;2,984745567
04.03.2021;-1,341721383;2,472151389;-1,331088063;-0,771050556;-2,256586483;-1,207490043;-2,499559023;-1,705521955;-0,284542086;-1,609027135;2,52688172;-2,552534119
03.03.2021;-1,306620434;1,426587896;-1,327764477;-1,169033599;-2,485758229;0,753558977;-0,56743735;-0,777141369;0,786981459;-0,838873366;2,120111496;1,836783597
02.03.2021;-0,808084432;-0,584621214;-0,247116348;-0,71361018;-1,632097638;-0,298712819;-0,224406815;-0,376086111;-0,18639329;0,609401455;-1,00342838;-1,087202951
01.03.2021;2,379071934;2,576418002;1,22324159;0,154998708;3,177814598;3,12336644;1,768335481;0,533239462;0,784971486;0,315060678;2,108948087;1,607279352
26.02.2021;-0,475016582;-2,297509901;-0,807897424;-1,817720663;0,598749863;-1,972841404;-0,420404757;-1,613668723;-2,043901157;0,86772293;-0,615214901;-0,958237838
