Event ID;AR(-50);AR(-49);AR(-48);AR(-47);AR(-46);AR(-45);AR(-44);AR(-43);AR(-42);AR(-41);AR(-40);AR(-39);AR(-38);AR(-37);AR(-36);AR(-35);AR(-34);AR(-33);AR(-32);AR(-31);AR(-30);AR(-29);AR(-28);AR(-27);AR(-26);AR(-25);AR(-24);AR(-23);AR(-22);AR(-21);AR(-20);AR(-19);AR(-18);AR(-17);AR(-16);AR(-15);AR(-14);AR(-13);AR(-12);AR(-11);AR(-10);AR(-9);AR(-8);AR(-7);AR(-6);AR(-5);AR(-4);AR(-3);AR(-2);AR(-1);AR(0);AR(1);AR(2);AR(3);AR(4);AR(5);AR(6);AR(7);AR(8);AR(9);AR(10);AR(11);AR(12);AR(13);AR(14);AR(15);AR(16);AR(17);AR(18);AR(19);AR(20);AR(21);AR(22);AR(23);AR(24);AR(25);AR(26);AR(27);AR(28);AR(29);AR(30);AR(31);AR(32);AR(33);AR(34);AR(35);AR(36);AR(37);AR(38);AR(39);AR(40);AR(41);AR(42);AR(43);AR(44);AR(45);AR(46);AR(47);AR(48);AR(49);AR(50);t-value(-50);t-value(-49);t-value(-48);t-value(-47);t-value(-46);t-value(-45);t-value(-44);t-value(-43);t-value(-42);t-value(-41);t-value(-40);t-value(-39);t-value(-38);t-value(-37);t-value(-36);t-value(-35);t-value(-34);t-value(-33);t-value(-32);t-value(-31);t-value(-30);t-value(-29);t-value(-28);t-value(-27);t-value(-26);t-value(-25);t-value(-24);t-value(-23);t-value(-22);t-value(-21);t-value(-20);t-value(-19);t-value(-18);t-value(-17);t-value(-16);t-value(-15);t-value(-14);t-value(-13);t-value(-12);t-value(-11);t-value(-10);t-value(-9);t-value(-8);t-value(-7);t-value(-6);t-value(-5);t-value(-4);t-value(-3);t-value(-2);t-value(-1);t-value(0);t-value(1);t-value(2);t-value(3);t-value(4);t-value(5);t-value(6);t-value(7);t-value(8);t-value(9);t-value(10);t-value(11);t-value(12);t-value(13);t-value(14);t-value(15);t-value(16);t-value(17);t-value(18);t-value(19);t-value(20);t-value(21);t-value(22);t-value(23);t-value(24);t-value(25);t-value(26);t-value(27);t-value(28);t-value(29);t-value(30);t-value(31);t-value(32);t-value(33);t-value(34);t-value(35);t-value(36);t-value(37);t-value(38);t-value(39);t-value(40);t-value(41);t-value(42);t-value(43);t-value(44);t-value(45);t-value(46);t-value(47);t-value(48);t-value(49);t-value(50);p-value(-50);p-value(-49);p-value(-48);p-value(-47);p-value(-46);p-value(-45);p-value(-44);p-value(-43);p-value(-42);p-value(-41);p-value(-40);p-value(-39);p-value(-38);p-value(-37);p-value(-36);p-value(-35);p-value(-34);p-value(-33);p-value(-32);p-value(-31);p-value(-30);p-value(-29);p-value(-28);p-value(-27);p-value(-26);p-value(-25);p-value(-24);p-value(-23);p-value(-22);p-value(-21);p-value(-20);p-value(-19);p-value(-18);p-value(-17);p-value(-16);p-value(-15);p-value(-14);p-value(-13);p-value(-12);p-value(-11);p-value(-10);p-value(-9);p-value(-8);p-value(-7);p-value(-6);p-value(-5);p-value(-4);p-value(-3);p-value(-2);p-value(-1);p-value(0);p-value(1);p-value(2);p-value(3);p-value(4);p-value(5);p-value(6);p-value(7);p-value(8);p-value(9);p-value(10);p-value(11);p-value(12);p-value(13);p-value(14);p-value(15);p-value(16);p-value(17);p-value(18);p-value(19);p-value(20);p-value(21);p-value(22);p-value(23);p-value(24);p-value(25);p-value(26);p-value(27);p-value(28);p-value(29);p-value(30);p-value(31);p-value(32);p-value(33);p-value(34);p-value(35);p-value(36);p-value(37);p-value(38);p-value(39);p-value(40);p-value(41);p-value(42);p-value(43);p-value(44);p-value(45);p-value(46);p-value(47);p-value(48);p-value(49);p-value(50);Permutation Test p-value(-50);Permutation Test p-value(-49);Permutation Test p-value(-48);Permutation Test p-value(-47);Permutation Test p-value(-46);Permutation Test p-value(-45);Permutation Test p-value(-44);Permutation Test p-value(-43);Permutation Test p-value(-42);Permutation Test p-value(-41);Permutation Test p-value(-40);Permutation Test p-value(-39);Permutation Test p-value(-38);Permutation Test p-value(-37);Permutation Test p-value(-36);Permutation Test p-value(-35);Permutation Test p-value(-34);Permutation Test p-value(-33);Permutation Test p-value(-32);Permutation Test p-value(-31);Permutation Test p-value(-30);Permutation Test p-value(-29);Permutation Test p-value(-28);Permutation Test p-value(-27);Permutation Test p-value(-26);Permutation Test p-value(-25);Permutation Test p-value(-24);Permutation Test p-value(-23);Permutation Test p-value(-22);Permutation Test p-value(-21);Permutation Test p-value(-20);Permutation Test p-value(-19);Permutation Test p-value(-18);Permutation Test p-value(-17);Permutation Test p-value(-16);Permutation Test p-value(-15);Permutation Test p-value(-14);Permutation Test p-value(-13);Permutation Test p-value(-12);Permutation Test p-value(-11);Permutation Test p-value(-10);Permutation Test p-value(-9);Permutation Test p-value(-8);Permutation Test p-value(-7);Permutation Test p-value(-6);Permutation Test p-value(-5);Permutation Test p-value(-4);Permutation Test p-value(-3);Permutation Test p-value(-2);Permutation Test p-value(-1);Permutation Test p-value(0);Permutation Test p-value(1);Permutation Test p-value(2);Permutation Test p-value(3);Permutation Test p-value(4);Permutation Test p-value(5);Permutation Test p-value(6);Permutation Test p-value(7);Permutation Test p-value(8);Permutation Test p-value(9);Permutation Test p-value(10);Permutation Test p-value(11);Permutation Test p-value(12);Permutation Test p-value(13);Permutation Test p-value(14);Permutation Test p-value(15);Permutation Test p-value(16);Permutation Test p-value(17);Permutation Test p-value(18);Permutation Test p-value(19);Permutation Test p-value(20);Permutation Test p-value(21);Permutation Test p-value(22);Permutation Test p-value(23);Permutation Test p-value(24);Permutation Test p-value(25);Permutation Test p-value(26);Permutation Test p-value(27);Permutation Test p-value(28);Permutation Test p-value(29);Permutation Test p-value(30);Permutation Test p-value(31);Permutation Test p-value(32);Permutation Test p-value(33);Permutation Test p-value(34);Permutation Test p-value(35);Permutation Test p-value(36);Permutation Test p-value(37);Permutation Test p-value(38);Permutation Test p-value(39);Permutation Test p-value(40);Permutation Test p-value(41);Permutation Test p-value(42);Permutation Test p-value(43);Permutation Test p-value(44);Permutation Test p-value(45);Permutation Test p-value(46);Permutation Test p-value(47);Permutation Test p-value(48);Permutation Test p-value(49);Permutation Test p-value(50)
1;-0.0225;0.0156;-0.0078;-0.0053;-0.0056;-0.0048;-0.0022;0.0077;-0.013;-0.0144;0.0096;0.0167;-0.0033;0.0022;-0.0098;0.0036;-0.0099;0.0007;-0.0151;0.0159;-0.0046;0.0207;-0.0022;0.0018;-0.0015;0.0202;-0.0088;0.0129;-0.0001;0.0033;-0.0009;0.0091;0.0109;-0.0002;0.0036;-0.0044;-0.0028;0.007;0.009;-0.0032;0.0081;-0.0018;-0.0173;0.008;-0.0061;0.001;0.0003;-0.0066;0.0018;-0.0062;-0.0186;-0.0086;-0.0032;-0.0122;-0.0271;0.0044;-0.0104;0.0089;-0.0319;-0.0131;0.0024;0.0382;-0.0101;-0.0073;-0.0079;0.0108;0.014;-0.0042;-0.0079;-0.008;0.0133;-0.0014;-0.0121;-0.0469;-0.043;-0.0294;-0.0539;0.0128;0.0295;-0.031;0.0224;-0.0359;-0.0558;-0.2002;0.0502;-0.0544;-0.1225;0.0887;-0.136;0.0075;-0.1426;0.0678;0.0097;-0.0662;0.1632;0.0452;0.0631;-0.069;0.0106;0.0166;-0.0459;-1.6187;1.1223;-0.5612;-0.3813;-0.4029;-0.3453;-0.1583;0.554;-0.9353;-1.036;0.6906;1.2014;-0.2374;0.1583;-0.705;0.259;-0.7122;0.0504;-1.0863;1.1439;-0.3309;1.4892;-0.1583;0.1295;-0.1079;1.4532;-0.6331;0.9281;-0.0072;0.2374;-0.0647;0.6547;0.7842;-0.0144;0.259;-0.3165;-0.2014;0.5036;0.6475;-0.2302;0.5827;-0.1295;-1.2446;0.5755;-0.4388;0.0719;0.0216;-0.4748;0.1295;-0.446;-1.3381;-0.6187;-0.2302;-0.8777;-1.9496;0.3165;-0.7482;0.6403;-2.295;-0.9424;0.1727;2.7482;-0.7266;-0.5252;-0.5683;0.777;1.0072;-0.3022;-0.5683;-0.5755;0.9568;-0.1007;-0.8705;-3.3741;-3.0935;-2.1151;-3.8777;0.9209;2.1223;-2.2302;1.6115;-2.5827;-4.0144;-14.4029;3.6115;-3.9137;-8.8129;6.3813;-9.7842;0.5396;-10.259;4.8777;0.6978;-4.7626;11.741;3.2518;4.5396;-4.964;0.7626;1.1942;-3.3022;0.1068;0.2628;0.5752;0.7033;0.6874;0.7301;0.8744;0.5801;0.3506;0.3012;0.4904;0.2307;0.8125;0.8744;0.4814;0.7959;0.477;0.9599;0.2784;0.2538;0.741;0.1377;0.8744;0.8971;0.9142;0.1474;0.5273;0.3543;0.9943;0.8125;0.9484;0.5133;0.4337;0.9885;0.7959;0.7519;0.8405;0.615;0.5179;0.8181;0.5606;0.8971;0.2145;0.5654;0.6612;0.9427;0.9828;0.6353;0.8971;0.656;0.1821;0.5367;0.8181;0.381;0.0523;0.7519;0.455;0.5226;0.0226;0.3469;0.8631;0.0064;0.4681;0.5999;0.5703;0.4379;0.3148;0.7628;0.5703;0.5654;0.3396;0.9199;0.3849;0.0009;0.0022;0.0354;0.0001;0.358;0.0348;0.0266;0.1083;0.0104;0.0001;1.3778E-34;0.0004;0.0001;2.1779E-16;8.5567E-10;2.5033E-19;0.59;8.194E-21;1.9201E-6;0.4859;3.2537E-6;1.3202E-25;0.0013;8.7961E-6;1.2847E-6;0.4464;0.2335;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0.0055;-0.0001;0.0078;-0.0046;0.0053;0.0007;-3.89E-08;0.0234;-0.0041;0.0063;-0.0038;0.0019;0.0034;0.0109;-0.001;0.0048;-0.004;-0.0044;-0.0023;0.0086;0;0.0069;-0.0072;0.0011;0.0008;0.009;-0.0015;0.0066;-0.0012;0.0008;0.0022;0.0076;0.0029;-0.0013;0.0059;0.0002;-0.006;0.0026;0.002;-0.009;0.0054;-0.0028;0.0057;0.0046;0;-0.0042;0.0051;0.0077;0.0057;0.0003;-0.0001;0.0008;-0.0052;-0.019;-0.0077;0.0043;-0.0032;-0.0086;-0.021;0.0088;0.0169;0.0194;0.0008;-0.0088;0.0046;0.0059;0.0014;-0.0058;0.0007;-0.0042;0.0037;-0.0067;0.0005;-0.0325;-0.0297;-0.0014;-0.0324;-0.0144;0.047;-0.0259;0.0575;-0.0244;-0.0055;-0.0516;0.0342;-0.0396;-0.0742;0.069;-0.1005;0.0621;-0.0345;-0.0191;-0.0416;-0.05;0.0749;0.0123;0.0702;-0.0246;0.0462;-0.0044;-0.0385;0.5446;-0.0099;0.7723;-0.4554;0.5248;0.0693;-3.85E-06;2.3168;-0.4059;0.6238;-0.3762;0.1881;0.3366;1.0792;-0.099;0.4752;-0.396;-0.4356;-0.2277;0.8515;0;0.6832;-0.7129;0.1089;0.0792;0.8911;-0.1485;0.6535;-0.1188;0.0792;0.2178;0.7525;0.2871;-0.1287;0.5842;0.0198;-0.5941;0.2574;0.198;-0.8911;0.5347;-0.2772;0.5644;0.4554;0;-0.4158;0.505;0.7624;0.5644;0.0297;-0.0099;0.0792;-0.5149;-1.8812;-0.7624;0.4257;-0.3168;-0.8515;-2.0792;0.8713;1.6733;1.9208;0.0792;-0.8713;0.4554;0.5842;0.1386;-0.5743;0.0693;-0.4158;0.3663;-0.6634;0.0495;-3.2178;-2.9406;-0.1386;-3.2079;-1.4257;4.6535;-2.5644;5.6931;-2.4158;-0.5446;-5.1089;3.3861;-3.9208;-7.3465;6.8317;-9.9505;6.1485;-3.4158;-1.8911;-4.1188;-4.9505;7.4158;1.2178;6.9505;-2.4356;4.5743;-0.4356;-3.8119;0.5865;0.9921;0.4407;0.6492;0.6002;0.9448;1;0.0213;0.6851;0.5334;0.7071;0.8509;0.7367;0.2815;0.9212;0.635;0.6924;0.6635;0.82;0.3953;1;0.4951;0.4766;0.9134;0.9369;0.3737;0.8821;0.5141;0.9055;0.9369;0.8277;0.4525;0.7743;0.8977;0.5596;0.9842;0.553;0.7971;0.8432;0.3737;0.5934;0.7818;0.573;0.6492;1;0.6779;0.614;0.4466;0.573;0.9763;0.9921;0.9369;0.6071;0.0611;0.4466;0.6707;0.7516;0.3953;0.0386;0.3844;0.0955;0.0559;0.9369;0.3844;0.6492;0.5596;0.8899;0.5663;0.9448;0.6779;0.7144;0.5077;0.9606;0.0015;0.0036;0.8899;0.0015;0.1552;5.3173E-6;0.0109;3.5143E-8;0.0164;0.5865;6.4687E-7;0.0008;0.0001;2.9292E-12;6.4511E-11;7.6136E-20;3.1067E-9;0.0007;0.0598;0.0001;1.3688E-6;1.9115E-12;0.2244;3.2004E-11;0.0156;7.5535E-6;0.6635;0.0002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0.0035;-0.0122;-0.003;0.0014;-0.0088;0.01;0.0082;0.006;0.0042;0.0012;-0.0019;-0.0146;-0.0063;0.0001;0.0137;0.0027;-0.0053;-0.0181;0.0067;0.0052;-0.0002;0.0009;0.0005;-0.0076;-0.0086;-0.015;0.001;0.0046;-0.0123;0.0124;0.0092;0.0059;-0.0062;0.0009;0.0089;0.0027;-0.0016;0.0056;-0.0137;0.0073;0;-0.0128;0.0032;0;0.0087;0.0114;-0.0057;0.0067;0.0076;0.0006;0.0098;-0.0087;0.009;-0.0042;-0.0048;0.0022;-0.007;0.0016;-0.0148;0.0005;0.0113;-0.0014;0.0033;-0.0005;0.0114;0.0115;0.0061;0.0043;0.0101;-0.0024;-0.0147;0.0107;0.0033;-0.0139;-0.0264;-0.0095;-0.0559;-0.0261;0.0493;-0.0019;0.039;-0.0244;-0.0177;-0.0719;0.0491;-0.0553;-0.0876;0.0855;-0.1664;0.0686;-0.0755;-0.0142;-0.0558;-0.0563;0.0844;0.0442;0.0778;-0.0015;0.0265;-0.0334;-0.0616;0.3846;-1.3407;-0.3297;0.1538;-0.967;1.0989;0.9011;0.6593;0.4615;0.1319;-0.2088;-1.6044;-0.6923;0.011;1.5055;0.2967;-0.5824;-1.989;0.7363;0.5714;-0.022;0.0989;0.0549;-0.8352;-0.9451;-1.6484;0.1099;0.5055;-1.3516;1.3626;1.011;0.6484;-0.6813;0.0989;0.978;0.2967;-0.1758;0.6154;-1.5055;0.8022;0;-1.4066;0.3516;0;0.956;1.2527;-0.6264;0.7363;0.8352;0.0659;1.0769;-0.956;0.989;-0.4615;-0.5275;0.2418;-0.7692;0.1758;-1.6264;0.0549;1.2418;-0.1538;0.3626;-0.0549;1.2527;1.2637;0.6703;0.4725;1.1099;-0.2637;-1.6154;1.1758;0.3626;-1.5275;-2.9011;-1.044;-6.1429;-2.8681;5.4176;-0.2088;4.2857;-2.6813;-1.9451;-7.9011;5.3956;-6.0769;-9.6264;9.3956;-18.2857;7.5385;-8.2967;-1.5604;-6.1319;-6.1868;9.2747;4.8571;8.5495;-0.1648;2.9121;-3.6703;-6.7692;0.7009;0.1813;0.7419;0.8779;0.3345;0.2729;0.3684;0.5103;0.6448;0.8952;0.8348;0.1099;0.4894;0.9912;0.1335;0.7669;0.5608;0.0478;0.4623;0.5682;0.9825;0.9213;0.9562;0.4044;0.3456;0.1005;0.9126;0.6137;0.1777;0.1742;0.313;0.5174;0.4963;0.9213;0.329;0.7669;0.8606;0.5389;0.1335;0.4232;1;0.1608;0.7254;1;0.34;0.2115;0.5316;0.4623;0.4044;0.9475;0.2826;0.34;0.3236;0.6448;0.5983;0.8092;0.4425;0.8606;0.1051;0.9562;0.2155;0.8779;0.7172;0.9562;0.2115;0.2075;0.5033;0.637;0.2681;0.7922;0.1075;0.2408;0.7172;0.1279;0.0041;0.2975;3.2043E-9;0.0045;1.4284E-7;0.8348;0;0.0078;0.0529;9.0134E-14;1.594E-7;4.5883E-9;7.6827E-19;3.9034E-18;7.0968E-48;8.9306E-13;6.8927E-15;0.1199;3.4025E-9;2.5185E-9;9.0808E-18;2.1112E-6;1.2874E-15;0.8692;0.0039;0.0003;9.2961E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;-0.001;0.0046;0.0049;-0.0006;0.0017;0.0014;-0.0014;0.0088;0.0015;0.0015;-0.0106;-0.0059;-0.0025;0.0137;-0.0004;0.005;-0.0046;-0.0148;-0.0095;0.0023;0.0029;0.0111;-0.006;-0.001;0.0055;0.0102;0.0053;0.0042;-0.0028;-0.0018;0.0048;0.0048;0.002;-0.0007;0.0129;-0.0009;-0.0062;0.0026;0.0167;-0.0118;0.0017;-0.0023;0.0089;0.0104;-0.003;0.0121;-0.0071;-0.0007;0.0137;0.0061;-0.0021;0.0026;0.0039;-0.0073;-0.0245;0.0176;0.001;0.0073;-0.029;0.012;0.0252;0.005;0.0078;-0.0111;0.0122;-0.0045;0.0099;-0.0041;0.0036;-0.0047;0.0094;-0.0113;-0.0231;-0.0425;-0.0328;0.0029;-0.0532;0.0068;0.0552;-0.0391;0.0416;-0.0333;-0.0213;-0.076;0.0648;-0.0483;-0.0992;0.1184;-0.1404;0.0666;-0.0471;0.01;-0.0457;-0.0108;0.1015;-0.0039;0.0631;-0.0472;0.0411;-0.02;-0.0478;-0.0714;0.3286;0.35;-0.0429;0.1214;0.1;-0.1;0.6286;0.1071;0.1071;-0.7571;-0.4214;-0.1786;0.9786;-0.0286;0.3571;-0.3286;-1.0571;-0.6786;0.1643;0.2071;0.7929;-0.4286;-0.0714;0.3929;0.7286;0.3786;0.3;-0.2;-0.1286;0.3429;0.3429;0.1429;-0.05;0.9214;-0.0643;-0.4429;0.1857;1.1929;-0.8429;0.1214;-0.1643;0.6357;0.7429;-0.2143;0.8643;-0.5071;-0.05;0.9786;0.4357;-0.15;0.1857;0.2786;-0.5214;-1.75;1.2571;0.0714;0.5214;-2.0714;0.8571;1.8;0.3571;0.5571;-0.7929;0.8714;-0.3214;0.7071;-0.2929;0.2571;-0.3357;0.6714;-0.8071;-1.65;-3.0357;-2.3429;0.2071;-3.8;0.4857;3.9429;-2.7929;2.9714;-2.3786;-1.5214;-5.4286;4.6286;-3.45;-7.0857;8.4571;-10.0286;4.7571;-3.3643;0.7143;-3.2643;-0.7714;7.25;-0.2786;4.5071;-3.3714;2.9357;-1.4286;-3.4143;0.9431;0.7428;0.7266;0.9658;0.9034;0.9204;0.9204;0.5302;0.9148;0.9148;0.4497;0.6738;0.8584;0.3287;0.9772;0.7213;0.7428;0.2915;0.498;0.8696;0.8361;0.4286;0.6686;0.9431;0.6948;0.467;0.7053;0.7644;0.8416;0.8978;0.732;0.732;0.8865;0.9602;0.3577;0.9488;0.6583;0.8528;0.2341;0.4001;0.9034;0.8696;0.5255;0.4583;0.8305;0.3883;0.6125;0.9602;0.3287;0.6634;0.8809;0.8528;0.7808;0.6025;0.0814;0.2099;0.9431;0.6025;0.0394;0.3922;0.0731;0.7213;0.5779;0.4286;0.3844;0.7482;0.4801;0.7699;0.7973;0.7374;0.5026;0.4204;0.1002;0.0027;0.0199;0.8361;0.0002;0.6276;0.0001;0.0056;0.0033;0.0181;0.1294;1.352E-7;5.9405E-6;0.0007;1.4279E-11;2.3833E-15;4.3421E-20;3.3352E-6;0.0009;0.4757;0.0013;0.4412;5.2863E-12;0.7808;0;0.0009;0.0036;0.1544;0.0007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;0.0037;0.0055;-0.0003;-0.0032;-0.0002;-0.0063;0.001;0.0049;0.0009;0.0011;-0.007;-0.0015;0.0069;0.0063;-0.0017;0.0034;-0.0028;-0.0068;-0.0136;0.0093;0.0032;0.0136;-0.0036;-0.0005;-0.0029;0.0197;-0.0052;0.0013;0.0044;-0.0053;-0.001;0.0001;-0.0023;0.0005;0.0091;-0.0019;-0.0039;0.0023;0.0092;-0.0116;-0.0011;-0.0073;0.0047;0.0073;-0.0084;0.0066;-0.0029;-0.0063;0.0077;0.0038;-0.0093;0.0021;-0.0028;-0.0152;-0.0158;0.0107;-0.0021;0.0117;-0.0212;0.0054;0.01;0.0192;-0.0022;-0.0043;0.0014;0.0035;0.0004;-0.001;0.0001;-0.0095;0.0066;-0.0019;-0.01;-0.033;-0.0345;-0.0073;-0.0435;-0.0262;0.0477;-0.0379;0.0322;-0.0494;-0.0334;-0.1093;0.0598;-0.0558;-0.1081;0.1317;-0.1405;0.0571;-0.0891;0.022;-0.0335;-0.0616;0.1267;0.026;0.0642;-0.0337;0.0195;-0.0305;-0.0599;0.3274;0.4867;-0.0265;-0.2832;-0.0177;-0.5575;0.0885;0.4336;0.0796;0.0973;-0.6195;-0.1327;0.6106;0.5575;-0.1504;0.3009;-0.2478;-0.6018;-1.2035;0.823;0.2832;1.2035;-0.3186;-0.0442;-0.2566;1.7434;-0.4602;0.115;0.3894;-0.469;-0.0885;0.0088;-0.2035;0.0442;0.8053;-0.1681;-0.3451;0.2035;0.8142;-1.0265;-0.0973;-0.646;0.4159;0.646;-0.7434;0.5841;-0.2566;-0.5575;0.6814;0.3363;-0.823;0.1858;-0.2478;-1.3451;-1.3982;0.9469;-0.1858;1.0354;-1.8761;0.4779;0.885;1.6991;-0.1947;-0.3805;0.1239;0.3097;0.0354;-0.0885;0.0088;-0.8407;0.5841;-0.1681;-0.885;-2.9204;-3.0531;-0.646;-3.8496;-2.3186;4.2212;-3.354;2.8496;-4.3717;-2.9558;-9.6726;5.292;-4.9381;-9.5664;11.6549;-12.4336;5.0531;-7.885;1.9469;-2.9646;-5.4513;11.2124;2.3009;5.6814;-2.9823;1.7257;-2.6991;-5.3009;0.7436;0.6269;0.9788;0.7773;0.9859;0.5777;0.9296;0.6649;0.9366;0.9225;0.5362;0.8945;0.542;0.5777;0.8805;0.7638;0.8045;0.5479;0.2299;0.4113;0.7773;0.2299;0.7503;0.9647;0.7977;0.0825;0.6458;0.9085;0.6973;0.6395;0.9296;0.9929;0.8389;0.9647;0.4214;0.8666;0.7303;0.8389;0.4163;0.3056;0.9225;0.5189;0.6778;0.5189;0.458;0.5597;0.7977;0.5777;0.4962;0.7369;0.4113;0.8527;0.8045;0.1798;0.1633;0.3446;0.8527;0.3015;0.0618;0.6332;0.377;0.0906;0.8458;0.7039;0.9015;0.757;0.9718;0.9296;0.9929;0.4013;0.5597;0.8666;0.377;0.0038;0.0025;0.5189;0.0002;0.0212;0;0.0009;0.0047;0;0.0034;5.5374E-19;2.6612E-7;1.4507E-6;1.1743E-18;2.5391E-25;6.5718E-28;8.4407E-7;9.9954E-14;0.0527;0.0033;1.2062E-7;7.1464E-24;0.0222;3.7328E-8;0.0031;0.0857;0.0074;2.5479E-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;-0.0024;0.0052;-0.0018;-0.0038;-0.0077;-0.0075;0.0011;0.0034;-0.0018;-0.0028;-0.0194;-0.0012;0.0097;0.0149;0.0009;-0.0041;-0.0062;-0.0149;-0.0214;0.0074;-0.0034;0.0125;-0.0042;-0.0015;0.0032;0.0097;0.0037;0.0045;-0.0025;-0.0091;-0.0014;0.0065;0.0021;-0.0006;0.0093;-0.0018;-0.009;0.0024;0.0094;-0.0083;-0.0065;-0.0003;0.0081;0.0016;-0.0057;0.0089;0.0077;0.0017;0.013;0.0004;-0.0192;-0.0072;0.0187;-0.0081;-0.0269;0.0069;0.0069;-0.0084;-0.0261;0.0007;0.0183;0.0131;0.0003;-0.0078;0.0016;0.0026;0.0092;0.0001;-0.0061;-0.0031;0.0039;0.0021;-0.0137;-0.0357;-0.0442;-0.0176;-0.038;-0.0105;0.0076;-0.0269;0.0386;-0.048;-0.0003;-0.0978;0.0591;-0.0519;-0.0952;0.0932;-0.1135;0.0515;-0.0658;0.0163;-0.0364;-0.0169;0.12;0.0261;0.0493;-0.0399;0.0091;-0.0124;-0.05;-0.1778;0.3852;-0.1333;-0.2815;-0.5704;-0.5556;0.0815;0.2519;-0.1333;-0.2074;-1.437;-0.0889;0.7185;1.1037;0.0667;-0.3037;-0.4593;-1.1037;-1.5852;0.5481;-0.2519;0.9259;-0.3111;-0.1111;0.237;0.7185;0.2741;0.3333;-0.1852;-0.6741;-0.1037;0.4815;0.1556;-0.0444;0.6889;-0.1333;-0.6667;0.1778;0.6963;-0.6148;-0.4815;-0.0222;0.6;0.1185;-0.4222;0.6593;0.5704;0.1259;0.963;0.0296;-1.4222;-0.5333;1.3852;-0.6;-1.9926;0.5111;0.5111;-0.6222;-1.9333;0.0519;1.3556;0.9704;0.0222;-0.5778;0.1185;0.1926;0.6815;0.0074;-0.4519;-0.2296;0.2889;0.1556;-1.0148;-2.6444;-3.2741;-1.3037;-2.8148;-0.7778;0.563;-1.9926;2.8593;-3.5556;-0.0222;-7.2444;4.3778;-3.8444;-7.0519;6.9037;-8.4074;3.8148;-4.8741;1.2074;-2.6963;-1.2519;8.8889;1.9333;3.6519;-2.9556;0.6741;-0.9185;-3.7037;0.859;0.7004;0.894;0.7786;0.5689;0.579;0.9351;0.8014;0.894;0.8359;0.152;0.9292;0.4731;0.2708;0.9469;0.7616;0.6465;0.2708;0.1142;0.5841;0.8014;0.3554;0.756;0.9116;0.8128;0.4731;0.7843;0.7392;0.8532;0.5009;0.9175;0.6306;0.8765;0.9646;0.4915;0.894;0.5056;0.859;0.4869;0.5392;0.6306;0.9823;0.5491;0.9058;0.6732;0.5103;0.5689;0.8999;0.3365;0.9764;0.1562;0.5943;0.1672;0.5491;0.0474;0.6097;0.6097;0.5344;0.0543;0.9587;0.1765;0.3328;0.9823;0.5639;0.9058;0.8474;0.4962;0.9941;0.6518;0.8186;0.7729;0.8765;0.3112;0.0087;0.0012;0.1935;0.0053;0.4374;0.574;0.0474;0.0046;0.0005;0.9823;5.4682E-12;0;0.0002;1.7493E-11;4.2218E-11;3.3163E-15;0.0002;1.9525E-6;0.2284;0.0075;0.2118;1.2986E-16;0.0543;0.0003;0.0034;0.5009;0.3592;0.0003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
