Sub-Sample;"Day Relative to Event";-50;-49;-48;-47;-46;-45;-44;-43;-42;-41;-40;-39;-38;-37;-36;-35;-34;-33;-32;-31;-30;-29;-28;-27;-26;-25;-24;-23;-22;-21;-20;-19;-18;-17;-16;-15;-14;-13;-12;-11;-10;-9;-8;-7;-6;-5;-4;-3;-2;-1;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
Addition;"Csect T";-0.3923;0.2559;-0.2097;-3.0027;-0.1947;0.5099;0.0961;3.2585;-0.6993;-1.4614;-3.0475;-0.1536;1.6768;2.2961;1.3784;4.1395;-4.4461;-1.5936;-2.1275;7.5806;-0.5457;3.8357;-0.6408;-1.0983;0.6418;2.8479;-0.7495;3.9563;-0.0514;-0.7556;2.5535;7.5824;-0.2016;0.127;7.0125;-0.8149;-1.8224;2.0986;0.612;-3.1636;0.4082;-4.0628;1.0802;1.6234;-1.2468;0.8255;0.1532;-0.2428;3.2162;1.7738;-1.1433;-1.163;1.0876;-7.1498;-3.4399;3.3864;-1.8733;0.9628;-6.3373;-0.6787;2.8554;3.5508;0.6888;-2.2894;1.5641;1.2768;2.5964;-1.307;-0.914;-0.1819;0.4326;-0.3236;-1.0975;-6.1595;-9.9632;-3.5161;-10.0736;-2.9522;9.1596;-7.422;11.46;-2.2127;-3.3706;-5.6197;9.2228;-8.3568;-7.7034;11.8475;-6.7408;2.5068;-4.1821;1.3184;-5.1492;-4.2295;4.9481;1.4507;6.3317;-4.7433;1.4931;-2.2895;-5.7389
Addition;"Csect T P-Values";0.703;0.8032;0.8381;0.0133;0.8495;0.6212;0.9254;0.0086;0.5003;0.1746;0.0123;0.881;0.1245;0.0445;0.1981;0.002;0.0012;0.1421;0.0593;0;0.5972;0.0033;0.536;0.2978;0.5354;0.0173;0.4708;0.0027;0.96;0.4673;0.0287;0;0.8443;0.9014;0;0.4341;0.0984;0.0622;0.5542;0.0101;0.6917;0.0023;0.3054;0.1356;0.2409;0.4284;0.8813;0.8131;0.0092;0.1065;0.2796;0.2718;0.3023;0;0.0063;0.0069;0.0905;0.3584;0.0001;0.5128;0.0171;0.0053;0.5066;0.0451;0.1489;0.2305;0.0267;0.2205;0.3822;0.8593;0.6745;0.7529;0.2981;0.0001;1.6441E-6;0.0056;1.4862E-6;0.0145;3.5322E-6;0;4.4992E-7;0.0513;0.0071;0.0002;3.3196E-6;8.0189E-6;0;3.2945E-7;0.0001;0.0311;0.0019;0.2168;0.0004;0.0017;0.0006;0.1775;0.0001;0.0008;0.1663;0.0451;0.0002
Addition;"StdCSect T";0.1167;-0.0036;-0.2663;-3.5967;-0.5151;0.7121;0.4027;3.177;-0.8298;-1.2863;-3.4459;-0.4003;1.578;2.2671;1.5953;3.9915;-5.1877;-1.9802;-1.8583;7.9076;-0.2025;4.5077;-1.0469;-1.1388;0.3303;2.3901;-0.6582;4.0676;-0.4116;-0.3411;2.7784;6.7105;-0.4565;-0.2002;6.2894;-0.276;-2.7347;2.184;0.5317;-2.9197;0.282;-3.5745;1.5212;1.49;-0.8998;0.7242;-0.039;0.288;3.7911;1.8213;-1.1047;-1.083;1.0271;-5.6264;-3.6178;3.5044;-1.8486;0.8135;-7.502;-0.6882;2.7559;3.76;0.7768;-2.072;1.6484;1.2033;2.2989;-1.1214;-0.582;-0.7785;0.242;-0.3967;-1.3184;-6.7217;-10.3335;-3.8484;-8.7987;-3.1002;8.3073;-6.8615;9.5057;-3.1575;-3.8345;-6.6284;8.1613;-6.7761;-6.9226;11.2962;-6.2632;2.2252;-4.5474;1.2031;-5.0941;-3.987;5.1433;1.7408;5.5774;-4.8533;1.4122;-2.6438;-5.6169
Addition;"StdCSect T P-Values";0.9094;0.9972;0.7954;0.0049;0.6177;0.4927;0.6956;0.0099;0.426;0.2273;0.0063;0.6974;0.1456;0.0468;0.1417;0.0026;0.0004;0.0759;0.0928;0;0.8436;0.0011;0.3198;0.2813;0.748;0.038;0.5253;0.0023;0.6893;0.7401;0.0195;0.0001;0.6578;0.8454;0.0001;0.7882;0.021;0.0539;0.6066;0.0153;0.7837;0.0051;0.1592;0.1671;0.3894;0.4855;0.9697;0.7793;0.0035;0.0986;0.2952;0.3042;0.3286;0.0002;0.0047;0.0057;0.0943;0.4349;0;0.507;0.0203;0.0037;0.4553;0.0651;0.1303;0.2566;0.0443;0.2883;0.5734;0.4543;0.8137;0.6999;0.2168;0.0001;1.1759E-6;0.0032;5.0689E-6;0.0112;8.4513E-6;0;2.5247E-6;0.0102;0.0033;0.0001;9.8822E-6;0;0;5.1467E-7;0.0001;0.0503;0.0011;0.2566;0.0005;0.0026;0.0004;0.1123;0.0002;0.0007;0.1882;0.0246;0.0002
Addition;"Rank Z";0.2388;0.0038;-0.0639;-0.7114;-0.1216;0.1304;-0.0119;1.0755;-0.2488;-0.398;-1.0943;-0.0921;0.4701;0.7973;0.5027;0.8261;-0.9351;-0.7032;-0.6625;1.3695;-0.0564;1.3087;-0.3153;-0.2708;0.1354;1.1658;-0.1862;0.7314;-0.1147;-0.2595;0.581;1.2304;-0.1579;-0.0997;1.2912;-0.1047;-0.7045;0.3516;0.2915;-0.8925;-0.0169;-0.8643;0.5936;0.5967;-0.3504;0.3272;0.0263;0.1128;1.0204;0.4287;-0.3203;-0.3328;0.2827;-1.5933;-1.2774;0.9245;-0.7177;0.2419;-1.8007;0.188;1.4735;1.3789;0.2501;-0.7515;0.5353;0.4713;0.8324;-0.3454;-0.2683;-0.7835;0.1905;-0.1435;-0.4275;-1.9631;-2.1617;-1.3131;-2.2169;-1.2955;2.2188;-1.9781;2.3134;-1.7938;-1.5651;-2.3441;2.3278;-2.3441;-2.393;2.3918;-2.0571;1.409;-1.8991;0.4832;-1.7493;-1.7757;1.9712;1.1595;2.3654;-1.8252;1.6077;-1.1012;-1.9618
Addition;"Rank Z P-Values";0.8113;0.997;0.949;0.4768;0.9032;0.8963;0.9905;0.2821;0.8035;0.6906;0.2738;0.9266;0.6383;0.4253;0.6152;0.4088;0.3497;0.4819;0.5077;0.1708;0.955;0.1906;0.7526;0.7866;0.8923;0.2437;0.8523;0.4645;0.9087;0.7953;0.5612;0.2186;0.8745;0.9206;0.1966;0.9166;0.4811;0.7251;0.7707;0.3721;0.9865;0.3874;0.5528;0.5507;0.7261;0.7435;0.979;0.9102;0.3075;0.6681;0.7488;0.7393;0.7774;0.1111;0.2015;0.3552;0.473;0.8088;0.0717;0.8509;0.1406;0.1679;0.8025;0.4524;0.5925;0.6374;0.4052;0.7298;0.7885;0.4334;0.8489;0.8859;0.669;0.0496;0.0306;0.1892;0.0266;0.1951;0.0265;0.0479;0.0207;0.0728;0.1176;0.0191;0.0199;0.0191;0.0167;0.0168;0.0397;0.1588;0.0575;0.6289;0.0802;0.0758;0.0487;0.2462;0.018;0.068;0.1079;0.2708;0.0498
Addition;"Generalized Rank T";0.254;-0.0128;-0.1298;-1.4854;-0.1901;0.1809;-0.0639;1.3274;-0.2723;-0.5188;-1.5518;-0.1772;0.7389;1.0739;0.5975;1.7302;-1.8604;-0.8956;-0.7917;2.3428;-0.0877;1.6898;-0.5832;-0.4037;0.3965;1.2861;-0.2761;1.6397;-0.2192;-0.4622;1.1206;2.1567;-0.2924;-0.2886;2.114;-0.1919;-1.3318;1.0095;0.2505;-1.3134;0.0119;-1.5704;0.8613;0.895;-0.5977;0.424;0.0219;0.1919;1.4791;0.7163;-0.3838;-0.561;0.3637;-2.0782;-1.4319;1.4145;-0.8075;0.3474;-2.1973;-0.1114;1.4899;1.506;0.3198;-1.0058;0.7112;0.5924;1.028;-0.4588;-0.4203;-0.8166;0.2705;-0.1901;-0.5411;-2.107;-2.4482;-1.529;-2.3375;-1.3203;2.3189;-2.1639;2.4613;-1.5224;-1.6092;-2.1891;2.402;-2.266;-2.2628;2.4817;-2.053;1.1419;-1.7146;0.3215;-1.8067;-1.5831;1.8774;0.6576;2.1761;-1.7991;0.9413;-1.1812;-1.9426
Addition;"Generalized Rank T P-Values";0.7997;0.9898;0.8968;0.1387;0.8494;0.8566;0.9491;0.1856;0.7857;0.6044;0.122;0.8595;0.4607;0.2839;0.5507;0.0848;0.064;0.3713;0.4293;0.0199;0.9302;0.0923;0.5603;0.6868;0.692;0.1996;0.7827;0.1023;0.8267;0.6444;0.2636;0.032;0.7703;0.7731;0.0355;0.848;0.1842;0.3137;0.8024;0.1902;0.9905;0.1176;0.3899;0.3717;0.5506;0.6719;0.9825;0.8479;0.1404;0.4745;0.7015;0.5753;0.7164;0.0387;0.1534;0.1585;0.4202;0.7286;0.0289;0.9114;0.1375;0.1333;0.7494;0.3155;0.4776;0.5541;0.3049;0.6468;0.6747;0.4149;0.787;0.8494;0.5889;0.0361;0.015;0.1275;0.0202;0.1879;0.0212;0.0314;0.0145;0.1292;0.1088;0.0295;0.017;0.0243;0.0245;0.0137;0.0411;0.2546;0.0877;0.7481;0.072;0.1147;0.0616;0.5114;0.0305;0.0732;0.3474;0.2386;0.0532
Addition;"Generalized Rank Z";0.5784;-0.0291;-0.2954;-3.3789;-0.4328;0.412;-0.1456;3.0211;-0.62;-1.1818;-3.5287;-0.4036;1.6811;2.4427;1.3607;3.9324;-4.2278;-2.039;-1.8018;5.3181;-0.1997;3.8408;-1.3274;-0.9196;0.903;2.9254;-0.6283;3.7285;-0.4994;-1.0528;2.5508;4.8978;-0.6658;-0.6575;4.8021;-0.4369;-3.0294;2.297;0.5701;-2.9878;0.027;-3.5745;1.9599;2.0369;-1.3607;0.9654;0.0499;0.4369;3.3623;1.6312;-0.8739;-1.2775;0.8281;-4.723;-3.2583;3.2166;-1.8393;0.7906;-4.9893;-0.2538;3.3873;3.4247;0.7282;-2.2887;1.6187;1.3482;2.3386;-1.0445;-0.9571;-1.8601;0.6159;-0.4328;-1.2317;-4.7854;-5.5553;-3.4788;-5.3056;-3.0044;5.264;-4.9144;5.5844;-3.4622;-3.6619;-4.9727;5.4512;-5.1475;-5.1391;5.6302;-4.6648;2.5966;-3.8991;0.7324;-4.1072;-3.5995;4.2653;1.4981;4.9436;-4.0905;2.143;-2.6882;-4.4151
Addition;"Generalized Rank Z P-Values";0.563;0.9768;0.7677;0.0007;0.6652;0.6804;0.8842;0.0025;0.5352;0.2373;0.0004;0.6865;0.0927;0.0146;0.1736;0.0001;0;0.0414;0.0716;1.0487E-7;0.8417;0.0001;0.1844;0.3578;0.3665;0.0034;0.5298;0.0002;0.6175;0.2924;0.0107;9.6919E-7;0.5055;0.5109;1.5702E-6;0.6622;0.0025;0.0216;0.5686;0.0028;0.9784;0.0004;0.05;0.0417;0.1736;0.3343;0.9602;0.6622;0.0008;0.1028;0.3822;0.2014;0.4076;2.3237E-6;0.0011;0.0013;0.0659;0.4292;6.0586E-7;0.7996;0.0007;0.0006;0.4665;0.0221;0.1055;0.1776;0.0194;0.2963;0.3385;0.0629;0.538;0.6652;0.218;1.7061E-6;2.7718E-8;0.0005;1.1231E-7;0.0027;1.4097E-7;8.9037E-7;2.3451E-8;0.0005;0.0003;6.6028E-7;5.002E-8;2.6403E-7;2.7599E-7;1.8003E-8;3.0897E-6;0.0094;0.0001;0.4639;0;0.0003;0;0.1341;7.6706E-7;0;0.0321;0.0072;0
Addition;"Adjusted Patell Z";0.0424;-0.001;-0.0625;-0.4205;-0.1136;0.1621;0.0571;0.9936;-0.1819;-0.3988;-0.8032;-0.1313;0.3359;0.5853;0.4203;0.556;-0.6084;-0.6223;-0.5922;0.9902;-0.054;1.078;-0.1807;-0.1715;0.0547;0.9175;-0.0979;0.5025;-0.0942;-0.0803;0.4084;0.8895;-0.0792;-0.0144;0.873;-0.0222;-0.4284;0.2504;0.2153;-0.6664;0.0385;-0.5989;0.4153;0.3902;-0.1848;0.2224;-0.0117;0.0738;0.7541;0.3172;-0.4474;-0.2117;0.2708;-1.5336;-1.5181;0.7051;-0.7951;0.2143;-2.1194;-0.6097;1.238;1.3896;0.1949;-0.5498;0.39;0.3586;0.6946;-0.2361;-0.1293;-0.3594;0.0774;-0.1105;-0.4614;-3.266;-3.4633;-1.3996;-4.8889;-1.9032;5.0317;-3.049;4.8961;-3.5247;-2.0034;-9.6023;5.46;-7.2232;-12.2407;10.2159;-14.8475;4.2326;-7.6428;3.124;-4.5732;-4.3813;10.8641;3.6212;8.7014;-4.0618;2.0299;-1.6574;-5.6154
Addition;"Adjusted Patell Z P-Values";0.9662;0.9992;0.9502;0.6741;0.9095;0.8712;0.9545;0.3204;0.8557;0.69;0.4218;0.8955;0.7369;0.5583;0.6742;0.5782;0.5429;0.5337;0.5537;0.3221;0.9569;0.281;0.8566;0.8638;0.9564;0.3589;0.922;0.6153;0.9249;0.936;0.683;0.3737;0.9369;0.9885;0.3826;0.9823;0.6684;0.8022;0.8295;0.5051;0.9693;0.5492;0.678;0.6964;0.8534;0.824;0.9907;0.9411;0.4508;0.7511;0.6546;0.8324;0.7866;0.1251;0.129;0.4807;0.4266;0.8303;0.0341;0.5421;0.2157;0.1647;0.8455;0.5825;0.6965;0.7199;0.4873;0.8133;0.8971;0.7193;0.9383;0.912;0.6445;0.0011;0.0005;0.1616;1.0141E-6;0.057;4.8613E-7;0.0023;9.776E-7;0.0004;0.0451;7.819E-22;4.761E-8;5.0794E-13;1.884E-34;1.683E-24;7.2186E-50;0;2.1259E-14;0.0018;4.8023E-6;0;1.7091E-27;0.0003;3.2772E-18;0;0.0424;0.0974;1.9606E-8
Addition;"Adjusted StdCSect T";0.0361;-0.0011;-0.0823;-1.1113;-0.1592;0.22;0.1244;0.9817;-0.2564;-0.3975;-1.0647;-0.1237;0.4876;0.7005;0.4929;1.2333;-1.603;-0.6119;-0.5742;2.4434;-0.0626;1.3928;-0.3235;-0.3519;0.102;0.7385;-0.2034;1.2568;-0.1272;-0.1054;0.8585;2.0735;-0.1411;-0.0619;1.9434;-0.0853;-0.845;0.6749;0.1643;-0.9022;0.0871;-1.1045;0.47;0.4604;-0.278;0.2238;-0.012;0.089;1.1714;0.5628;-0.3413;-0.3346;0.3174;-1.7385;-1.1179;1.0828;-0.5712;0.2514;-2.318;-0.2126;0.8516;1.1618;0.24;-0.6402;0.5093;0.3718;0.7103;-0.3465;-0.1798;-0.2405;0.0748;-0.1226;-0.4074;-2.077;-3.193;-1.1891;-2.7187;-0.9579;2.5669;-2.1202;2.9372;-0.9757;-1.1848;-2.0481;2.5218;-2.0938;-2.139;3.4904;-1.9353;0.6876;-1.4051;0.3718;-1.574;-1.2319;1.5892;0.5379;1.7234;-1.4996;0.4364;-0.8169;-1.7356
Addition;"Adjusted StdCSect T P-Values";0.9719;0.9991;0.936;0.2924;0.8767;0.8303;0.9034;0.3494;0.8028;0.6994;0.312;0.904;0.6363;0.4996;0.6327;0.2457;0.14;0.5543;0.5785;0.0346;0.9513;0.1939;0.753;0.7322;0.9207;0.4772;0.8429;0.2374;0.9013;0.9181;0.4107;0.0649;0.8906;0.9519;0.0806;0.9337;0.4179;0.5151;0.8728;0.3882;0.9323;0.2953;0.6484;0.6551;0.7866;0.8274;0.9906;0.9309;0.2686;0.586;0.7399;0.7448;0.7575;0.1128;0.2898;0.3043;0.5805;0.8066;0.0429;0.8359;0.4144;0.2723;0.8152;0.5364;0.6216;0.7178;0.4937;0.7362;0.8609;0.8148;0.9419;0.9049;0.6923;0.0645;0.0096;0.2619;0.0216;0.3607;0.028;0.06;0.0149;0.3522;0.2635;0.0677;0.0303;0.0627;0.0581;0.0058;0.0817;0.5074;0.1903;0.7178;0.1466;0.2462;0.1431;0.6024;0.1155;0.1646;0.6718;0.433;0.1133
Addition;"Skewness-Corrected T";-0.5062;0.2526;-0.1984;-4.7539;-0.1677;0.5238;0.1568;4.3859;-0.7315;-1.7886;-2.4603;-0.1263;1.646;1.9828;1.3639;2.4668;-2.3565;-1.4383;-2.1673;10.7736;-0.7221;4.6755;-0.5068;-1.2877;0.5361;1.8527;-0.7454;5.6921;-0.0139;-0.7069;3.373;3.1885;-0.1773;0.3067;6.1298;-0.799;-1.0861;1.835;0.5912;-2.0773;0.4497;-6.1122;0.826;1.1598;-1.0859;0.7444;0.1496;-0.3095;2.5776;1.7644;-1.233;-1.1002;1.2425;-7.8229;-3.5374;3.9733;-2.3526;0.921;-4.3942;-0.9179;1.3874;4.8093;0.6946;-1.8406;1.4949;1.1654;2.1869;-1.3392;-0.9442;-0.0251;0.3923;-0.3449;-1.059;-4.5588;-13.197;-4.039;-4.3017;-3.0286;2.4018;-3.6695;12.5756;-1.0622;-4.7875;-12.6889;6.6051;-27.4772;-24.9666;28.5231;-3.1383;1.5329;-3.9524;1.7065;-3.0099;-2.573;3.6255;1.8003;20.1029;-4.3849;0.9586;-1.9547;-3.1443
Addition;"Skewness-Corrected T P-Values";0.6237;0.8057;0.8467;0.0008;0.8702;0.6118;0.8785;0.0014;0.4813;0.104;0.0337;0.902;0.1308;0.0755;0.2025;0.0333;0.0402;0.1809;0.0554;7.9968E-7;0.4868;0.0009;0.6233;0.2268;0.6036;0.0936;0.4732;0.0002;0.9892;0.4958;0.0071;0.0097;0.8628;0.7654;0.0001;0.4429;0.3029;0.0964;0.5675;0.0645;0.6626;0.0001;0.4281;0.2731;0.303;0.4738;0.8841;0.7633;0.0275;0.1081;0.2458;0.297;0.2424;0;0.0054;0.0026;0.0405;0.3787;0.0013;0.3803;0.1955;0.0007;0.5031;0.0955;0.1658;0.2709;0.0536;0.2101;0.3673;0.9805;0.7031;0.7373;0.3145;0.001;1.189E-7;0.0024;0.0016;0.0127;0.0372;0.0043;1.8781E-7;0.3131;0.0007;1.7254E-7;0.0001;9.4446E-11;2.4312E-10;6.5284E-11;0.0105;0.1563;0.0027;0.1187;0.0131;0.0277;0.0046;0.102;2.0411E-9;0.0014;0.3603;0.0791;0.0104
Addition;"CDA T";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Addition;"CDA T P-Values";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Addition;Wilcoxon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Addition;"Wilcoxon P-Values";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
