S&P 500 COMPOSITE;27.02.2019;0.09;0.19;-0.12;0.01
S&P 500 COMPOSITE;28.02.2019;-0.31;0.01;-0.24;0.01
S&P 500 COMPOSITE;01.03.2019;0.72;0.29;-0.41;0.009
S&P 500 COMPOSITE;04.03.2019;-0.52;-0.4;0.38;0.009
S&P 500 COMPOSITE;05.03.2019;-0.17;-0.31;-0.23;0.009
S&P 500 COMPOSITE;06.03.2019;-0.84;-1.27;0.05;0.009
S&P 500 COMPOSITE;07.03.2019;-0.82;-0.07;-0.33;0.009
S&P 500 COMPOSITE;08.03.2019;-0.22;0.05;-0.15;0.009
S&P 500 COMPOSITE;11.03.2019;1.49;0.36;-0.52;0.009
S&P 500 COMPOSITE;12.03.2019;0.25;-0.27;-0.08;0.009
S&P 500 COMPOSITE;13.03.2019;0.68;-0.31;0.07;0.009
S&P 500 COMPOSITE;14.03.2019;-0.1;-0.4;0.3;0.009
S&P 500 COMPOSITE;15.03.2019;0.48;-0.25;-0.24;0.009
S&P 500 COMPOSITE;18.03.2019;0.46;0.16;0.44;0.009
S&P 500 COMPOSITE;19.03.2019;-0.09;-0.38;-0.91;0.009
S&P 500 COMPOSITE;20.03.2019;-0.39;0.02;-1.04;0.009
S&P 500 COMPOSITE;21.03.2019;1.11;0.3;-1.23;0.009
S&P 500 COMPOSITE;22.03.2019;-2.17;-1.52;-0.06;0.009
S&P 500 COMPOSITE;25.03.2019;-0.05;0.66;-0.27;0.009
S&P 500 COMPOSITE;26.03.2019;0.76;0.17;0.46;0.009
S&P 500 COMPOSITE;27.03.2019;-0.5;0.1;0.49;0.009
S&P 500 COMPOSITE;28.03.2019;0.4;0.34;0.02;0.009
S&P 500 COMPOSITE;29.03.2019;0.66;-0.22;-0.92;0.009
S&P 500 COMPOSITE;01.04.2019;1.19;-0.3;0.99;0.01
S&P 500 COMPOSITE;02.04.2019;-0.05;-0.13;-0.44;0.01
S&P 500 COMPOSITE;03.04.2019;0.27;0.22;-0.39;0.01
S&P 500 COMPOSITE;04.04.2019;0.19;0.21;0.92;0.01
S&P 500 COMPOSITE;05.04.2019;0.52;0.53;-0.08;0.01
S&P 500 COMPOSITE;08.04.2019;0.08;-0.29;0.1;0.01
S&P 500 COMPOSITE;09.04.2019;-0.65;-0.57;-0.14;0.01
S&P 500 COMPOSITE;10.04.2019;0.48;0.97;-0.1;0.01
S&P 500 COMPOSITE;11.04.2019;0.0;-0.31;0.41;0.01
S&P 500 COMPOSITE;12.04.2019;0.65;-0.5;0.64;0.01
S&P 500 COMPOSITE;15.04.2019;-0.09;-0.22;-0.54;0.01
S&P 500 COMPOSITE;16.04.2019;0.13;0.12;0.7;0.01
S&P 500 COMPOSITE;17.04.2019;-0.32;-0.7;0.83;0.01
S&P 500 COMPOSITE;18.04.2019;0.11;-0.25;-0.51;0.01
S&P 500 COMPOSITE;22.04.2019;0.11;-0.46;-0.55;0.01
S&P 500 COMPOSITE;23.04.2019;0.97;0.72;-0.48;0.01
S&P 500 COMPOSITE;24.04.2019;-0.23;0.27;-0.08;0.01
S&P 500 COMPOSITE;25.04.2019;-0.14;-0.75;-0.19;0.01
S&P 500 COMPOSITE;26.04.2019;0.53;0.43;0.07;0.01
S&P 500 COMPOSITE;29.04.2019;0.18;0.08;0.64;0.01
S&P 500 COMPOSITE;30.04.2019;-0.04;-0.7;0.28;0.01
S&P 500 COMPOSITE;01.05.2019;-0.83;-0.1;-0.02;0.009
S&P 500 COMPOSITE;02.05.2019;-0.16;0.45;-0.27;0.009
S&P 500 COMPOSITE;03.05.2019;1.13;0.94;-0.27;0.009
S&P 500 COMPOSITE;06.05.2019;-0.39;0.6;-0.42;0.009
S&P 500 COMPOSITE;07.05.2019;-1.69;-0.28;0.5;0.009
S&P 500 COMPOSITE;08.05.2019;-0.22;-0.15;-0.32;0.009
S&P 500 COMPOSITE;09.05.2019;-0.28;0.08;0.12;0.009
S&P 500 COMPOSITE;10.05.2019;0.35;-0.37;0.08;0.009
S&P 500 COMPOSITE;13.05.2019;-2.67;-0.73;0.29;0.009
S&P 500 COMPOSITE;14.05.2019;0.93;0.4;-0.02;0.009
S&P 500 COMPOSITE;15.05.2019;0.58;0.05;-0.95;0.009
S&P 500 COMPOSITE;16.05.2019;0.91;-0.4;-0.32;0.009
S&P 500 COMPOSITE;17.05.2019;-0.73;-0.8;0.29;0.009
S&P 500 COMPOSITE;20.05.2019;-0.65;-0.23;0.72;0.009
